"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",222,1862,"ACRU",10.8,"L","OS","07/05/2018","","B02E"
"2","UMBS",222,1863,"FAGR",15,"L","OS","07/05/2018","","B02E"
"3","UMBS",222,1864,"POGR",38.9,"L","OD","07/05/2018","","B02E"
"4","UMBS",222,1865,"QURU",55.6,"L","OD","07/05/2018","reading taken above DBH","B02E"
"5","UMBS",222,1866,"ACRU",11.5,"L","OS","07/05/2018","1866-1869 share base","B02E"
"6","UMBS",222,1867,"ACRU",16,"D","UN","07/05/2018","1866-1869 share base","B02E"
"7","UMBS",222,1868,"ACRU",21.2,"L","OS","07/05/2018","1866-1869 share base","B02E"
"8","UMBS",222,1869,"ACRU",23.1,"D","OS","07/05/2018","1866-1869 share base","B02E"
"9","UMBS",222,1870,"QURU",11.4,"L","OS","07/05/2018","NE veg plot","B02E"
"10","UMBS",222,1871,"POGR",20.6,"L","OS","07/05/2018","","B02E"
"11","UMBS",222,1872,"FAGR",25.8,"L","OS","07/05/2018","","B02E"
"12","UMBS",222,1873,"FAGR",9.8,"L","OS","07/05/2018","1873-1875 share base","B02E"
"13","UMBS",222,1874,"FAGR",13.9,"L","OS","07/05/2018","1873-1875 share base","B02E"
"14","UMBS",222,1875,"FAGR",12.6,"L","OS","07/05/2018","1873-1875 share base","B02E"
"15","UMBS",222,1876,"POGR",15.4,"L","OS","07/05/2018","","B02E"
"16","UMBS",222,1877,"FAGR",9.8,"L","UN","07/05/2018","","B02E"
"17","UMBS",222,1878,"QURU",9.7,"L","OS","07/05/2018","","B02E"
"18","UMBS",222,1879,"TSCA",9.2,"L","UN","07/05/2018","reading taken below DBH","B02E"
"19","UMBS",222,1880,"POGR",25.9,"L","OD","07/05/2018","","B02E"
"20","UMBS",222,1881,"BEPA",42.1,"L","OD","07/05/2018","1881-1883 share base","B02E"
"21","UMBS",222,1882,"BEPA",42.2,"L","OD","07/05/2018","1881-1883 share base, 1882 reading taken above DBH","B02E"
"22","UMBS",222,1883,"BEPA",33,"L","OD","07/05/2018","1881-1883 share base, 1883 reading taken above DBH","B02E"
"23","UMBS",222,1884,"ACPE",2.6,"L","UN","07/05/2018","SE veg plot","B02E"
"24","UMBS",222,1885,"QURU",8.9,"L","OS","07/05/2018","","B02E"
"25","UMBS",222,1886,"QURU",8,"L","OS","07/05/2018","","B02E"
"26","UMBS",223,1887,"ACRU",26.3,"L","OS","07/05/2018","1887-1890 share base, 1887 in new plot 223","B02E"
"27","UMBS",223,1888,"ACRU",22.8,"L","OS","07/05/2018","1887-1890 share base, 1888 in new plot 223","B02E"
"28","UMBS",222,1889,"ACRU",16.6,"L","OS","07/05/2018","1887-1890 share base","B02E"
"29","UMBS",222,1890,"ACRU",15,"L","OS","07/05/2018","1887-1890 share base","B02E"
"30","UMBS",222,1891,"QURU",8.7,"L","OS","07/05/2018","","B02E"
"31","UMBS",223,1892,"ACRU",14.3,"L","OS","07/05/2018","1892-1895 share base, 1892 in new plot 223","B02E"
"32","UMBS",223,1893,"ACRU",27.4,"L","OS","07/05/2018","1892-1895 share base, 1893 in new plot 223","B02E"
"33","UMBS",222,1894,"ACRU",30.5,"L","OD","07/05/2018","1892-1895 share base","B02E"
"34","UMBS",222,1895,"ACRU",30.6,"L","OD","07/05/2018","1892-1895 share base","B02E"
"35","UMBS",222,1896,"ACRU",34.3,"L","OD","07/05/2018","1896-1897 share base","B02E"
"36","UMBS",222,1897,"ACRU",14.4,"L","OS","07/05/2018","1896-1897 share base","B02E"
"37","UMBS",222,1898,"BEPA",11.1,"L","UN","07/05/2018","","B02E"
"38","UMBS",222,1899,"FAGR",13.2,"L","UN","07/05/2018","","B02E"
"39","UMBS",222,1900,"FAGR",10.1,"L","UN","07/05/2018","reading taken above DBH","B02E"
"40","UMBS",222,1901,"FAGR",10.1,"L","UN","07/05/2018","","B02E"
"41","UMBS",222,1902,"ACRU",17.8,"L","OS","07/05/2018","1902-1903 share base","B02E"
"42","UMBS",222,1903,"ACRU",37.8,"L","OD","07/05/2018","1902-1903 share base","B02E"
"43","UMBS",222,1904,"FAGR",8.4,"L","UN","07/05/2018","","B02E"
"44","UMBS",222,1905,"FAGR",13,"L","OS","07/05/2018","read as outside plot at 18.16 m","B02E"
"45","UMBS",222,1906,"POGR",24.9,"L","OD","07/05/2018","","B02E"
"46","UMBS",222,1907,"FAGR",21.6,"L","OS","07/05/2018","","B02E"
"47","UMBS",222,1908,"FAGR",8.5,"L","UN","07/05/2018","","B02E"
