"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",443,1,"ACRU",13.1,"L","OD","6/21/2018","0001-0005 SHARE BASE","D04W"
"2","UMBS",443,2,"ACRU",18.7,"L","OD","6/21/2018","0001-0005 SHARE BASE","D04W"
"3","UMBS",443,3,"ACRU",11.7,"L","OD","6/21/2018","0001-0005 SHARE BASE","D04W"
"4","UMBS",443,4,"ACRU",12.7,"L","OD","6/21/2018","0001-0005 SHARE BASE","D04W"
"5","UMBS",443,5,"ACRU",4.5,"D","UN","6/21/2018","0001-0005 SHARE BASE","D04W"
"6","UMBS",443,6,"PIST",13.1,"L","OS","6/21/2018","","D04W"
"7","UMBS",443,7,"ACRU",3.8,"D","UN","6/21/2018","0007-0009 SHARE BASE","D04W"
"8","UMBS",443,8,"ACRU",13.9,"L","OD","6/21/2018","0007-0009 SHARE BASE","D04W"
"9","UMBS",443,9,"ACRU",8.7,"L","OD","6/21/2018","0007-0009 SHARE BASE","D04W"
"10","UMBS",443,10,"PIST",8.3,"L","UN","6/21/2018","","D04W"
"11","UMBS",443,11,"PIST",13.1,"L","OS","6/21/2018","","D04W"
"12","UMBS",443,12,"POGR",27.7,"D","UN","6/21/2018","","D04W"
"13","UMBS",443,13,"PIST",9.5,"L","OS","6/21/2018","","D04W"
"14","UMBS",443,14,"PIST",9,"L","OS","6/21/2018","","D04W"
"15","UMBS",443,15,"PIST",4,"L","UN","6/21/2018","","D04W"
"16","UMBS",443,16,"PIST",13.1,"L","OS","6/21/2018","","D04W"
"17","UMBS",443,17,"PIST",6.8,"L","OS","6/21/2018","","D04W"
"18","UMBS",443,18,"POGR",20.9,"M","OD","6/21/2018","","D04W"
"19","UMBS",443,19,"PIRE",1.2,"L","SA","6/21/2018","","D04W"
"20","UMBS",443,20,"PIST",13.7,"L","OS","6/21/2018","","D04W"
"21","UMBS",443,21,"POGR",18.2,"L","OD","6/21/2018","","D04W"
"22","UMBS",443,22,"POGR",7.3,"D","OS","6/21/2018","","D04W"
"23","UMBS",443,23,"PIST",11.7,"L","OS","6/21/2018","","D04W"
"24","UMBS",443,24,"POGR",19.6,"L","OD","6/21/2018","","D04W"
"25","UMBS",443,25,"PIST",2,"L","SA","6/21/2018","","D04W"
"26","UMBS",443,26,"PIST",6,"L","OS","6/21/2018","","D04W"
"27","UMBS",443,27,"POGR",18.9,"D","OS","6/21/2018","","D04W"
"28","UMBS",443,28,"PIST",8.2,"L","OS","6/21/2018","","D04W"
"29","UMBS",443,29,"PIST",15.2,"L","OS","6/21/2018","","D04W"
"30","UMBS",443,30,"ACRU",3.5,"L","UN","6/21/2018","","D04W"
"31","UMBS",443,31,"ACRU",1.5,"L","UN","6/21/2018","","D04W"
"32","UMBS",443,32,"ACRU",1.7,"L","UN","6/21/2018","0032-0033 SHARE BASE","D04W"
"33","UMBS",443,33,"ACRU",2.1,"L","UN","6/21/2018","0032-0033 SHARE BASE","D04W"
"34","UMBS",443,34,"PIST",9.3,"L","OS","6/21/2018","","D04W"
"35","UMBS",443,35,"POGR",15,"L","OD","6/21/2018","","D04W"
"36","UMBS",443,36,"PIST",9.4,"L","OS","6/21/2018","0036-0037 SHARE BASE","D04W"
"37","UMBS",443,37,"PIST",3.7,"L","UN","6/21/2018","0036-0037 SHARE BASE","D04W"
"38","UMBS",443,38,"POGR",17.2,"D","OD","6/21/2018","","D04W"
"39","UMBS",443,39,"POGR",12.8,"L","OD","6/21/2018","","D04W"
"40","UMBS",443,40,"PIST",2.3,"L","UN","6/21/2018","","D04W"
"41","UMBS",443,41,"POGR",17.8,"D","OD","6/21/2018","","D04W"
"42","UMBS",443,42,"POGR",10.5,"L","OS","6/21/2018","","D04W"
"43","UMBS",443,43,"ACRU",1.6,"L","UN","6/21/2018","","D04W"
"44","UMBS",443,44,"POGR",23.8,"L","OD","6/21/2018","","D04W"
"45","UMBS",443,45,"PIRE",5.2,"L","UN","6/21/2018","","D04W"
"46","UMBS",443,46,"PIST",6.8,"L","UN","6/21/2018","","D04W"
"47","UMBS",443,47,"POGR",13.4,"L","OD","6/21/2018","","D04W"
"48","UMBS",443,48,"POGR",13.1,"L","OD","6/21/2018","","D04W"
"49","UMBS",443,49,"PIRE",1.1,"L","SA","6/21/2018","","D04W"
"50","UMBS",443,50,"PIST",9.5,"L","OS","6/21/2018","","D04W"
"51","UMBS",443,51,"PIST",5.1,"L","UN","6/21/2018","","D04W"
"52","UMBS",443,52,"PIST",10.4,"L","OS","6/21/2018","","D04W"
"53","UMBS",443,53,"POGR",17,"L","OD","6/21/2018","","D04W"
"54","UMBS",443,54,"PIST",9.5,"L","OS","6/21/2018","","D04W"
"55","UMBS",443,55,"POGR",16.3,"L","OD","6/21/2018","","D04W"
"56","UMBS",443,56,"PIST",3.5,"L","UN","6/21/2018","","D04W"
"57","UMBS",443,57,"PIST",7.4,"L","OS","6/21/2018","","D04W"
"58","UMBS",443,58,"PIST",1.5,"L","UN","6/21/2018","READ AS OUTSIDE PLOT AT 18.02 M","D04W"
"59","UMBS",443,59,"PIST",16,"L","OS","6/21/2018","","D04W"
"60","UMBS",443,60,"PIST",10.5,"L","OS","6/21/2018","","D04W"
"61","UMBS",443,61,"POGR",13,"D","UN","6/21/2018","","D04W"
"62","UMBS",443,62,"PIST",29,"L","OD","6/21/2018","","D04W"
"63","UMBS",443,63,"PIST",14.1,"L","OS","6/21/2018","","D04W"
"64","UMBS",443,64,"POGR",18.6,"L","OD","6/21/2018","","D04W"
"65","UMBS",443,65,"POGR",21.6,"D","OS","6/21/2018","","D04W"
"66","UMBS",443,66,"POGR",23.1,"L","OD","6/21/2018","","D04W"
"67","UMBS",443,67,"PIST",12.6,"L","OS","6/21/2018","","D04W"
"68","UMBS",443,68,"PIRE",1.4,"L","SA","6/21/2018","","D04W"
"69","UMBS",443,69,"POGR",15.7,"L","OD","6/21/2018","","D04W"
"70","UMBS",443,70,"PIST",10.5,"L","OS","6/21/2018","","D04W"
"71","UMBS",443,71,"AMEL",2.4,"L","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"72","UMBS",443,72,"AMEL ",6.2,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"73","UMBS",443,73,"AMEL ",10.9,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"74","UMBS",443,74,"AMEL ",4.4,"L","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"75","UMBS",443,75,"AMEL ",4.4,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"76","UMBS",443,76,"AMEL ",2.6,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"77","UMBS",443,77,"AMEL ",2.2,"L","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"78","UMBS",443,78,"AMEL ",4.2,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"79","UMBS",443,79,"AMEL ",5,"D","UN","6/21/2018","0071-0079 SHARE BASE","D04W"
"80","UMBS",443,80,"PIST",6.2,"L","UN","6/21/2018","","D04W"
"81","UMBS",443,81,"PIST",10.1,"L","OS","6/21/2018","","D04W"
"82","UMBS",443,82,"POGR",18.2,"L","OD","6/21/2018","","D04W"
"83","UMBS",443,83,"PIST",14.1,"L","OS","6/21/2018","","D04W"
"84","UMBS",443,84,"PIST",4,"L","OS","6/21/2018","","D04W"
"85","UMBS",443,85,"PIST",11.1,"L","OS","6/21/2018","","D04W"
"86","UMBS",443,86,"PIST",6,"L","OS","6/21/2018","","D04W"
"87","UMBS",443,87,"PIST",8.2,"L","OS","6/21/2018","","D04W"
"88","UMBS",443,88,"POGR",25.2,"L","OD","6/21/2018","","D04W"
"89","UMBS",443,89,"POGR",13.3,"L","OD","6/21/2018","READ AS OUTSIDE PLOT AT 18.27 M","D04W"
"90","UMBS",443,90,"PIST",1,"L","SA","6/21/2018","","D04W"
"91","UMBS",443,91,"PIST",12.2,"L","OS","6/21/2018","","D04W"
"92","UMBS",443,92,"PIST",2.3,"L","SA","6/21/2018","","D04W"
"93","UMBS",443,93,"PIST",2.6,"L","UN","6/21/2018","","D04W"
"94","UMBS",443,94,"PIST",4.2,"L","UN","6/21/2018","","D04W"
"95","UMBS",443,95,"PIST",3.3,"L","UN","6/21/2018","","D04W"
"96","UMBS",443,96,"PIST",3.5,"L","UN","6/21/2018","","D04W"
"97","UMBS",443,97,"PIST",5,"L","UN","6/21/2018","","D04W"
"98","UMBS",443,98,"PIST",4.2,"D","UN","6/21/2018","","D04W"
"99","UMBS",443,99,"PIST",3.1,"L","UN","6/21/2018","","D04W"
"100","UMBS",443,100,"PIST",1.2,"L","SA","6/21/2018","","D04W"
"101","UMBS",443,101,"PIST",2.9,"L","UN","6/21/2018","","D04W"
"102","UMBS",443,102,"PIST",4.1,"L","UN","6/21/2018","","D04W"
