"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",441,144,"ACRU",10.1,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E"
"2","UMBS",441,145,"ACRU",10.9,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E"
"3","UMBS",441,146,"ACRU",14.7,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E"
"4","UMBS",441,147,"ACRU",15.8,"L","OD","6/22/2018","0144-0147 SHARE BASE","D04E"
"5","UMBS",441,148,"ACRU",13.7,"L","OD","6/22/2018","0148- 0150 SHARE BASE","D04E"
"6","UMBS",441,149,"ACRU",16.4,"L","OD","6/22/2018","0148- 0150 SHARE BASE","D04E"
"7","UMBS",441,150,"ACRU",11.8,"L","OD","6/22/2018","0148- 0150 SHARE BASE","D04E"
"8","UMBS",441,151,"ACRU",11.1,"L","OS","6/22/2018","","D04E"
"9","UMBS",441,152,"PIST",8,"L","OS","6/22/2018","","D04E"
"10","UMBS",441,153,"PIST",9.9,"L","OS","6/22/2018","","D04E"
"11","UMBS",441,154,"QURU",9.3,"L","OS","6/22/2018","","D04E"
"12","UMBS",441,155,"ACRU",12.3,"L","OD","6/22/2018","0155-0159 SHARE BASE","D04E"
"13","UMBS",441,156,"ACRU",10.5,"L","OS","6/22/2018","0155-0159 SHARE BASE","D04E"
"14","UMBS",441,157,"ACRU",17.1,"L","OD","6/22/2018","0155-0159 SHARE BASE","D04E"
"15","UMBS",441,158,"ACRU",8.6,"D","OS","6/22/2018","0155-0159 SHARE BASE","D04E"
"16","UMBS",441,159,"ACRU",9,"L","OS","6/22/2018","0155-0159 SHARE BASE","D04E"
"17","UMBS",441,160,"PIST",1.7,"L","SA","6/22/2018","0160 IN NE VEG PLOT","D04E"
"18","UMBS",441,161,"PIST",5.3,"L","UN","6/22/2018","0161 IN NE VEG PLOT","D04E"
"19","UMBS",441,162,"PIST",9.9,"L","UN","6/22/2018","","D04E"
"20","UMBS",441,163,"PIST",24,"L","OD","6/22/2018","","D04E"
"21","UMBS",441,164,"PIST",8.1,"L","UN","6/22/2018","","D04E"
"22","UMBS",441,165,"QURU",47.8,"L","OD","6/22/2018","","D04E"
"23","UMBS",441,166,"QURU",50.6,"L","OD","6/22/2018","","D04E"
"24","UMBS",441,167,"PIST",13.9,"L","OS","6/22/2018","","D04E"
"25","UMBS",441,168,"PIST",9,"L","UN","6/22/2018","","D04E"
"26","UMBS",441,169,"PIST",8.5,"L","UN","6/22/2018","","D04E"
"27","UMBS",441,170,"PIST",10.9,"L","OS","6/22/2018","","D04E"
"28","UMBS",441,171,"PIST",12.6,"L","OS","6/22/2018","","D04E"
"29","UMBS",441,172,"POTR",19.6,"L","OS","6/22/2018","","D04E"
"30","UMBS",441,173,"PIST",11.7,"L","OS","6/22/2018","","D04E"
"31","UMBS",441,174,"PIST",11,"L","OS","6/22/2018","0174 IN SE VEG PLOT","D04E"
"32","UMBS",441,175,"PIST",10.4,"L","UN","6/22/2018","","D04E"
"33","UMBS",441,176,"PIST",11.2,"L","OS","6/22/2018","","D04E"
"34","UMBS",441,177,"PIST",11.2,"L","OS","6/22/2018","","D04E"
"35","UMBS",441,178,"PIST",8,"L","UN","6/22/2018","","D04E"
"36","UMBS",441,179,"PIST",13.6,"L","OS","6/22/2018","","D04E"
"37","UMBS",441,180,"PIST",10.4,"L","UN","6/22/2018","","D04E"
"38","UMBS",441,181,"PIST",9.5,"L","UN","6/22/2018","","D04E"
"39","UMBS",441,182,"QURU",34.5,"L","OD","6/22/2018","","D04E"
"40","UMBS",441,183,"ACRU",10.4,"L","OS","6/22/2018","0183 - 0184 SHARE BASE","D04E"
"41","UMBS",441,184,"ACRU",11,"L","OS","6/22/2018","184 - 0184 SHARE BASE","D04E"
"42","UMBS",441,185,"PIST ",8.3,"L","UN","6/22/2018","","D04E"
"43","UMBS",441,186,"POGR",9,"D","UN","6/22/2018","","D04E"
"44","UMBS",441,187,"PIST",13.6,"L","OS","6/22/2018","","D04E"
"45","UMBS",441,188,"POGR",42.3,"M","OD","6/22/2018","","D04E"
"46","UMBS",441,189,"POGR",15.4,"L","OS","6/22/2018","","D04E"
"47","UMBS",441,190,"PIST",21.6,"L","OS","6/22/2018","","D04E"
"48","UMBS",441,191,"POGR",31.8,"L","OD","6/22/2018","","D04E"
"49","UMBS",441,192,"PIST",31.6,"M ","OD","6/22/2018","","D04E"
"50","UMBS",441,193,"QURU",12.7,"L","OS","6/22/2018","","D04E"
"51","UMBS",441,194,"POGR",37.8,"D","OS","6/22/2018","0194- 0195 SHARE BASE","D04E"
"52","UMBS",441,195,"POGR",36.7,"L","OD","6/22/2018","0194- 0195 SHARE BASE","D04E"
"53","UMBS",441,196,"PIST",15.1,"L","OS","6/22/2018","","D04E"
"54","UMBS",441,197,"QURU",27.7,"L","OD","6/22/2018","","D04E"
"55","UMBS",441,198,"PIST",26.8,"M","OD","6/22/2018","","D04E"
"56","UMBS",441,199,"PIST",21,"L","OS","6/22/2018","","D04E"
"57","UMBS",441,200,"POGR",22.7,"L","OS","6/22/2018","","D04E"
"58","UMBS",441,201,"PIST",9.6,"L","UN","6/22/2018","","D04E"
"59","UMBS",441,202,"PIST",9.4,"L","UN","6/22/2018","","D04E"
"60","UMBS",441,203,"QURU",29.6,"L","OD","6/22/2018","0203- 0204 SHARE BASE","D04E"
"61","UMBS",441,204,"QURU",27.7,"L","OD","6/22/2018","0203- 0204 SHARE BASE","D04E"
"62","UMBS",441,205,"QURU",36.9,"L","OD","6/22/2018","","D04E"
"63","UMBS",441,-99999,"",-99999,"","","","","D04E"
"64","UMBS",441,-99999,"",-99999,"","","","","D04E"
"65","UMBS",441,-99999,"",-99999,"","","","","D04E"
"66","UMBS",441,-99999,"",-99999,"","","","","D04E"
